SMILES
o1c2cc(O)cc3[C@@H]4c5c([C@@H]6c7c(-c(c23)c1-c1ccc([O-])cc1)cc(O)cc7O[C@H]6c1ccc([O-])cc1)cc(O)cc5O[C@H]4c1ccc([O-])cc1
o1c2cc(O)c3c(N(c4c(cccc4)C3=O)C)c2cc1
o1c2cc(O)c3c(N(c4c(ccc(O)c4OC)C3=O)C)c2cc1
o1c2c3c(O[C@H](CC3=O)c3ccc(O)cc3)cc(O)c2c(C(=O)c2ccc(O)cc2O)c1-c1ccc(O)cc1
o1c2c(occ2)cc1
o1c2c(cc1[C@H](O)C)C(=O)c1c(cccc1)C2=O
o1c2c(cc1C)cccc2
o1c2c(cc1C)C(=O)C=C(OC)C2=O
o1c2c(cc1C(O)C)C(=O)c1c(cccc1)C2=O
o1c2c(cc1-c1ccc(O)cc1O)c(OC)c(C\C=C(\C)/C)c(OC)c2
o1c2c(cc1)c(OC)c1c(cccc1)c2OC
o1c2c(cc1)c(OC)c(cc2)C(=O)\C=C\c1ccc(cc1)C
o1c2c(cc1)c(OC)c(cc2)C(=O)C(C(=O)c1ccccc1)C(C=C)(C)C
o1c2c(cc1)c(C(OC)=O)c(O)c1c2cccc1
o1c2c(cc1)C(=O)c1c(ccc(O)c1)C2=O
o1c2c(cc(cc2OC)\C=C\C)c(C)c1-c1cc(OC)c(O)c(O)c1
o1c2c(cc(cc2OC)\C=C\C)c(C)c1-c1cc(OC)c(O)c(O)c1
o1c2c(cc(cc2OC)\C=C\C)c(C)c1-c1cc(OC)c(O)c(O)c1
o1c2c(cc(cc2OC)C=O)c(C)c1-c1cc(OC)c(O)c(O)c1
o1c2c(cc(cc2OC)C=CC)c(C)c1-c1cc(OC)c(O)c(O)c1
o1c2c(c3c1cccc3)c(OC)c(OC)c(O)c2OC
o1c2c(c3c1cccc3)c(OC)c(O)c(OC)c2OC
o1c2c(c3c1c1c(cccc1)c(O)c3OC)C(=O)c1c(cccc1)C2=O
o1c2c(c3c1c(C(=O)CC(C)C)c(O)c(C)c3O)c(O)c(C)c(O)c2C(=O)C(CC)C
o1c2c(c3[nH]c4cc(O)ccc4c3cc2C=O)cc1
o1c2c(c3O[C@@H]([C@@H]([O-])Cc3c(O)c2)c2ccc([O-])cc2)c(C(=O)c2c(O)cc(O)cc2O)c1-c1ccc([O-])cc1
o1c2c(c3O[C@@H]([C@@H](O)Cc3c(O)c2)c2ccc(O)cc2)c(C(=O)c2c(O)cc(O)cc2O)c1-c1ccc(O)cc1
o1c2c(c3O[C@@H](CCc3c(O)c2)c2ccc([O-])cc2)c(C(=O)c2c(O)cc(O)cc2O)c1-c1ccc([O-])cc1
o1c2c(c3O[C@@H](CCc3c(O)c2)c2ccc(O)cc2)c(C(=O)c2c(O)cc(O)cc2O)c1-c1ccc(O)cc1
